word,morphemes
famingotra,"[""fan"", ""fingotra""]"
faminja,"[""fan"", ""finja""]"
faminjifinjy,"[""fan"", ""finjifinjy""]"
famintana,"[""fan"", ""fintana""]"
famintanana,"[""fan"", ""fintana"", ""na""]"
famintina,"[""fan"", ""finty"", ""ina""]"
famintinana,"[""fan"", ""finty"", ""ina"", ""na""]"
famiohana,"[""fan"", ""fioka"", ""ana""]"
famioka,"[""fan"", ""fioka""]"
famira,"[""fan"", ""fira""]"
famirana,"[""fan"", ""fitra"", ""ana""]"
famirana,"[""fan"", ""fira"", ""na""]"
famirapiratra,"[""fan"", ""fi"", ""ratra"", ""fi"", ""ratra""]"
famiratra,"[""fan"", ""fi"", ""ratra""]"
famiratse,"[""fan"", ""piratse""]"
famiravira,"[""fan"", ""viravira""]"
famiravirana,"[""fan"", ""viravira"", ""na""]"
famisahana,"[""fan"", ""fi"", ""saka"", ""ana""]"
famisaka,"[""fan"", ""fi"", ""saka""]"
famisavisa,"[""fan"", ""visavisa""]"
famisavisana,"[""fan"", ""visavisa"", ""na""]"
famita,"[""fan"", ""vita""]"
famitahana,"[""fan"", ""fitaka"", ""ana""]"
famitaka,"[""fan"", ""fitaka""]"
famitana,"[""fan"", ""vita"", ""na""]"
famitra,"[""fan"", ""fitra""]"
famitrana,"[""fan"", ""vitrana""]"
famitranana,"[""fan"", ""vitrana"", ""na""]"
famitsahana,"[""fan"", ""fi"", ""tsaka"", ""ana""]"
famitsaka,"[""fan"", ""fi"", ""tsaka""]"
famitsiana,"[""fan"", ""vitsy"", ""ana""]"
famitsohana,"[""fan"", ""fi"", ""tsoka"", ""ana""]"
famitsoka,"[""fan"", ""fi"", ""tsoka""]"
famitsy,"[""fan"", ""vitsy""]"
famivitra,"[""fan"", ""vivitra""]"
famizana,"[""fan"", ""vizana""]"
famizanana,"[""fan"", ""vizana"", ""na""]"
famizatra,"[""fan"", ""vizatra""]"
famizaviza,"[""fan"", ""vizaviza""]"
famizavizana,"[""fan"", ""vizaviza"", ""na""]"
famoa,"[""fan"", ""voa""]"
famoaka,"[""fan"", ""voaka""]"
famoanjo,"[""fan"", ""voanjo""]"
famoanjoana,"[""fan"", ""voanjo"", ""ana""]"
famofo,"[""fan"", ""fofo""]"
famofoana,"[""fan"", ""fofo"", ""ana""]"
famofohana,"[""fan"", ""fofoka"", ""ana""]"
famofona,"[""fan"", ""fofona""]"
famofonana,"[""fan"", ""fofona"", ""na""]"
famofy,"[""fan"", ""vofy""]"
famoha,"[""fan"", ""foha""]"
famoha,"[""fan"", ""voha""]"
famohana,"[""fan"", ""voha"", ""na""]"
famohavoha,"[""fan"", ""vohavoha""]"
famohavohana,"[""fan"", ""vohavoha"", ""na""]"
famohitra,"[""fan"", ""vohitra""]"
famoina,"[""fan"", ""foina""]"
famoinana,"[""fan"", ""foina"", ""na""]"
famoitra,"[""fan"", ""poitra""]"
famoivoy,"[""fan"", ""voy"", ""voy""]"
famoizana,"[""fan"", ""foy"", ""ana""]"
famoka,"[""fan"", ""poka""]"
famokaikena,"[""fan"", ""vokaiky"", ""ana""]"
famokaiky,"[""fan"", ""vokaiky""]"
famokarana,"[""fan"", ""fokatra"", ""ana""]"
famokatra,"[""fan"", ""vokatra""]"
famokoka,"[""fan"", ""vokoka""]"
famoky,"[""fan"", ""voky""]"
famolahana,"[""fan"", ""folaka"", ""ana""]"
famolaka,"[""fan"", ""folaka""]"
famolavola,"[""fan"", ""vola"", ""vola""]"
famolavolana,"[""fan"", ""vola"", ""vola"", ""na""]"
famolimbolenana,"[""fan"", ""volimbolina"", ""ana""]"
famolimbolina,"[""fan"", ""volimbolina""]"
famolivoliana,"[""fan"", ""voly"", ""voly"", ""ana""]"
famolivoly,"[""fan"", ""voly"", ""voly""]"
famolo,"[""fan"", ""volo""]"
famoloana,"[""fan"", ""volo"", ""ana""]"
famolona,"[""fan"", ""folona""]"
famolonana,"[""fan"", ""folona"", ""na""]"
famolosana,"[""fan"", ""volo"", ""ana""]"
famoly,"[""fan"", ""foly""]"
famomboana,"[""fan"", ""fombo"", ""ana""]"
famona,"[""fan"", ""vona""]"
famonana,"[""fan"", ""vona"", ""na""]"
famonaponahana,"[""fan"", ""fonaka"", ""fonaka"", ""ana""]"
famondipondy,"[""fan"", ""pondy"", ""pondy""]"
famondraka,"[""fan"", ""vondraka""]"
famondrana,"[""fan"", ""fondrana""]"
famondranana,"[""fan"", ""fondrana"", ""na""]"
famongadiana,"[""fan"", ""vongady"", ""ana""]"
famongady,"[""fan"", ""vongady""]"
famongana,"[""fan"", ""vongana""]"
famonganana,"[""fan"", ""fongana"", ""na""]"
famonganana,"[""fan"", ""vongana"", ""na""]"
famongarana,"[""fan"", ""fongatra"", ""ana""]"
famongatra,"[""fan"", ""fongatra""]"
famongika,"[""fan"", ""vongika""]"
famongitrika,"[""fan"", ""vongitrika""]"
famongorana,"[""fan"", ""fongotra"", ""ana""]"
famongotra,"[""fan"", ""fongotra""]"
famongovongo,"[""fan"", ""vongo"", ""vongo""]"
famongovongoana,"[""fan"", ""vongo"", ""vongo"", ""ana""]"
famoniana,"[""fan"", ""vony"", ""ana""]"
famonjafonja,"[""fan"", ""fonjafonja""]"
famonjafonjana,"[""fan"", ""fonjafonja"", ""na""]"
famonjena,"[""fan"", ""vonjy"", ""ana""]"
famonjy,"[""fan"", ""vonjy""]"
famonkenana,"[""fan"", ""vonkina"", ""ana""]"
famonkina,"[""fan"", ""vonkina""]"
famono,"[""fan"", ""vono""]"
famonoana,"[""fan"", ""vono"", ""ana""]"
famonona,"[""fan"", ""vonona""]"
famononana,"[""fan"", ""vonona"", ""na""]"
famonosana,"[""fan"", ""fono"", ""ana""]"
famontirika,"[""fan"", ""vontirika""]"
famonto,"[""fan"", ""vonto""]"
famontosana,"[""fan"", ""vonto"", ""ana""]"
famony,"[""fan"", ""vony""]"
famonzena,"[""fan"", ""vonzy"", ""ana""]"
famora,"[""fan"", ""fora""]"
famorabora,"[""fan"", ""borabora""]"
famoraka,"[""fan"", ""voraka""]"
famorana,"[""fan"", ""fora"", ""na""]"
famoravora,"[""fan"", ""voravora""]"
famoravorana,"[""fan"", ""voravora"", ""na""]"
famorenana,"[""fan"", ""vory"", ""ina"", ""ana""]"
famorery,"[""fan"", ""vorery""]"
famoretahana,"[""fan"", ""foretaka"", ""ana""]"
famoretana,"[""fan"", ""foritra"", ""ana""]"
famoriana,"[""fan"", ""vory"", ""ana""]"
famorika,"[""fan"", ""vorika""]"
famorina,"[""fan"", ""vory"", ""ina""]"
famoriporetana,"[""fan"", ""foritra"", ""foritra"", ""ana""]"
famoritra,"[""fan"", ""poritra""]"
famorivoriana,"[""fan"", ""vory"", ""vory"", ""ana""]"
famorona,"[""fan"", ""forona""]"
famoronana,"[""fan"", ""forona"", ""na""]"
famorotaka,"[""fan"", ""porotaka""]"
famorotsaka,"[""fan"", ""porotsaka""]"
famorovoro,"[""fan"", ""vorovoro""]"
famorovoroana,"[""fan"", ""vorovoro"", ""ana""]"
famory,"[""fan"", ""vory""]"
famosaka,"[""fan"", ""posaka""]"
famosana,"[""fa"", ""mosa"", ""na""]"
famosavy,"[""fa"", ""mosavy""]"
famoserana,"[""fan"", ""fositra"", ""ana""]"
famosibosika,"[""fan"", ""bosika"", ""bosika""]"
famositra,"[""fan"", ""vositra""]"
famosotra,"[""fan"", ""vosotra""]"
famota,"[""fan"", ""bota""]"
famotafota,"[""fan"", ""fotafota""]"
famotafotana,"[""fan"", ""fotafota"", ""na""]"
famotaka,"[""fan"", ""fotaka""]"
famoterana,"[""fan"", ""fotitra"", ""ana""]"
famotetahana,"[""fan"", ""fotetaka"", ""ana""]"
famotetaka,"[""fan"", ""fotetaka""]"
famotika,"[""fan"", ""potika""]"
famotitra,"[""fan"", ""fotitra""]"
famotoana,"[""fan"", ""fotoana""]"
famotoanana,"[""fan"", ""fotoana"", ""na""]"
famotofoto,"[""fan"", ""fotofoto""]"
famotofotoana,"[""fan"", ""fotofoto"", ""ana""]"
famotopotorana,"[""fan"", ""fototra"", ""fototra"", ""ana""]"
famotorana,"[""fan"", ""fototra"", ""ana""]"
famototra,"[""fan"", ""fototra""]"
famotraka,"[""fan"", ""potraka""]"
famotretrika,"[""fan"", ""votretrika""]"
famotsaka,"[""fan"", ""potsaka""]"
famotsifotsy,"[""fan"", ""fotsy"", ""fotsy""]"
famotsika,"[""fan"", ""potsika""]"
famotsitra,"[""fan"", ""potsitra""]"
famotsotra,"[""fan"", ""votsotra""]"
famotsy,"[""fan"", ""fotsy""]"
famovo,"[""fan"", ""vovo""]"
famovoana,"[""fan"", ""vovo"", ""ana""]"
famovoka,"[""fan"", ""vovoka""]"
famoy,"[""fan"", ""foy""]"
famozafoza,"[""fan"", ""foza"", ""foza""]"
famozafozana,"[""fan"", ""foza"", ""foza"", ""na""]"
famozezika,"[""fan"", ""vo"", ""zezika""]"
famozezy,"[""fan"", ""vozezy""]"
famozona,"[""fan"", ""vozona""]"
famozonana,"[""fan"", ""vozona"", ""na""]"
fampahamenatra,"[""fampaha"", ""m"", ""henatra""]"
fampahatsangana,"[""fampaha"", ""tsangana""]"
fampampitsangana,"[""fampampi"", ""tsangana""]"
fampanaketraka,"[""fampana"", ""ketraka""]"
fampanalavitra,"[""fampana"", ""lavitra""]"
fampanambara,"[""fampan"", ""ambara""]"
fampanantenana,"[""fampan"", ""antena"", ""na""]"
fampanara,"[""fampan"", ""ara""]"
fampandika,"[""fampan"", ""dika""]"
fampando,"[""fampa"", ""ando""]"
fampandoavana,"[""fampan"", ""loa"", ""ana""]"
fampandotsoana,"[""fampan"", ""lotso"", ""ana""]"
fampandrenesana,"[""fampan"", ""re"", ""ana""]"
fampandrosoana,"[""fampan"", ""roso"", ""ana""]"
fampanenga,"[""fampan"", ""enga""]"
fampangatsiahana,"[""fampan"", ""hatsiaka"", ""ana""]"
fampangina,"[""fampan"", ""gina""]"
fampangotrahana,"[""fampan"", ""hotraka"", ""ana""]"
fampanina,"[""fampan"", ""ina""]"
fampanjanahana,"[""fampan"", ""zanaka"", ""ana""]"
fampankalaza,"[""fampanka"", ""laza""]"
fampanomba,"[""fampan"", ""omba""]"
fampanompa,"[""fampan"", ""ompa""]"
fampanoriba,"[""fampan"", ""oriba""]"
fampanota,"[""fampan"", ""ota""]"
fampanova,"[""fampan"", ""ova""]"
fampanoza,"[""fampan"", ""oza""]"
famparana,"[""f"", ""ampatra"", ""na""]"
fampiaina,"[""fampi"", ""aina""]"
fampiainana,"[""fampi"", ""aina"", ""na""]"
fampiala,"[""fampi"", ""a"", ""la""]"
fampianarana,"[""fampi"", ""anatra"", ""ana""]"
fampianatra,"[""fampi"", ""anatra""]"
fampianja,"[""fampi"", ""anja""]"
fampiantsa,"[""fampi"", ""antsa""]"
fampiarahaba,"[""fampi"", ""arahaba""]"
fampiarahana,"[""fampi"", ""araka"", ""ana""]"
fampiasa,"[""fampi"", ""asa""]"
fampiasana,"[""fampi"", ""asa"", ""na""]"
fampiato,"[""fampi"", ""ato""]"
fampiava,"[""fampi"", ""ava""]"
fampibiriohana,"[""fampi"", ""birioka"", ""ana""]"
fampiboridanana,"[""fampi"", ""bo"", ""ridana"", ""na""]"
fampideka,"[""fampi"", ""deka""]"
fampidera,"[""fampi"", ""dera""]"
fampielezana,"[""fampi"", ""ely"", ""ana""]"
fampiera,"[""fampi"", ""era""]"
fampifama,"[""fampi"", ""fama""]"
fampifana,"[""fampi"", ""fana""]"
fampifanta,"[""fampi"", ""fanta""]"
fampifilafila,"[""fampi"", ""filafila""]"
fampifilafilana,"[""fampi"", ""filafila"", ""na""]"
fampifona,"[""fampi"", ""fona""]"
fampifosa,"[""fampi"", ""fosa""]"
fampigaja,"[""fampi"", ""gaja""]"
fampihanahana,"[""fampi"", ""hanahana""]"
fampihandrona,"[""fampi"", ""handrona""]"
fampihandronana,"[""fampi"", ""handrona"", ""na""]"
fampihanta,"[""fampi"", ""hanta""]"
fampihantana,"[""fampi"", ""hanta"", ""na""]"
fampiharana,"[""fampi"", ""hatra"", ""ana""]"
fampiharatsy,"[""fampi"", ""ha"", ""ratsy""]"
fampihavanana,"[""fampi"", ""havana"", ""na""]"
fampihaza,"[""fampi"", ""haza""]"
fampihena,"[""fampi"", ""hena""]"
fampihenana,"[""fampi"", ""hena"", ""na""]"
fampihina,"[""fampi"", ""hina""]"
fampihinana,"[""fampi"", ""h"", ""in"", ""ana""]"
fampihivohana,"[""fampi"", ""hivoka"", ""ana""]"
fampihivoka,"[""fampi"", ""hivoka""]"
fampihota,"[""fampi"", ""hota""]"
fampikara,"[""fampi"", ""kara""]"
fampila,"[""fampa"", ""ila""]"
fampilanja,"[""fampi"", ""lanja""]"
fampilaza,"[""fampi"", ""laza""]"
fampilelalela,"[""fampi"", ""lela"", ""lela""]"
fampimirana,"[""fampi"", ""mira"", ""na""]"
fampinama,"[""fampi"", ""nama""]"
fampindramana,"[""fampi"", ""indrana"", ""na""]"
fampindrana,"[""fampa"", ""indrana""]"
fampinomana,"[""fampi"", ""inona"", ""na""]"
fampiodina,"[""fampi"", ""odina""]"
fampiodinana,"[""fampi"", ""odina"", ""na""]"
fampiofanana,"[""fampi"", ""ofana"", ""na""]"
fampiohaka,"[""fampi"", ""ohaka""]"
fampiononana,"[""fampi"", ""onona"", ""na""]"
fampiranga,"[""fampi"", ""ranga""]"
fampiraparapa,"[""fampi"", ""raparapa""]"
fampirefarefa,"[""fampi"", ""refa"", ""refa""]"
fampiretareta,"[""fampi"", ""retareta""]"
fampirina,"[""f"", ""ampirina""]"
fampirisihana,"[""fampi"", ""risika"", ""ana""]"
fampiroda,"[""fampi"", ""roda""]"
fampisabadida,"[""fampi"", ""sabadida""]"
fampisanasana,"[""fampi"", ""sanasana""]"
fampisasa,"[""fampi"", ""sasa""]"
fampisava,"[""fampi"", ""sava""]"
fampiseho,"[""fampi"", ""seho""]"
fampisomonga,"[""fampi"", ""somonga""]"
fampisorona,"[""fampi"", ""sorona""]"
fampisosa,"[""fampi"", ""sosa""]"
fampita,"[""fampa"", ""ita""]"
fampitabataba,"[""fampi"", ""tabataba""]"
fampitaha,"[""fampi"", ""taha""]"
fampitahorana,"[""fampi"", ""tahotra"", ""ana""]"
fampitanana,"[""fampi"", ""tana"", ""na""]"
fampitanta,"[""fampi"", ""tanta""]"
fampitantara,"[""fampi"", ""tantara""]"
fampitapatapa,"[""fampi"", ""tapatapa""]"
fampitatatata,"[""fampi"", ""tatatata""]"
fampiteza,"[""fampi"", ""teza""]"
fampitodihana,"[""fampi"", ""todika"", ""ana""]"
fampitsarana,"[""fampi"", ""tsara"", ""na""]"
fampitsoahana,"[""fampi"", ""tsoaka"", ""ana""]"
fampitsoaka,"[""fampi"", ""tsoaka""]"
fampivalanana,"[""fampi"", ""vala"", ""ana"", ""na""]"
fampivelarana,"[""fampi"", ""velatra"", ""ana""]"
fampivoarana,"[""fampi"", ""voatra"", ""ana""]"
fampivondronana,"[""fampi"", ""vondrona"", ""na""]"
fampoasa,"[""f"", ""ampoasa""]"
fampoasana,"[""f"", ""ampoasa"", ""na""]"
fampoelana,"[""fampo"", ""elana""]"
fampoelanana,"[""fampo"", ""elana"", ""na""]"
fampondy,"[""fan"", ""pondy""]"
fanabado,"[""fana"", ""bado""]"
fanabaka,"[""fana"", ""baka""]"
fanabakana,"[""fana"", ""baka"", ""ana""]"
fanabanabanana,"[""fana"", ""bana"", ""bana"", ""ana""]"
fanabanahana,"[""fana"", ""banaka"", ""ana""]"
fanabanaka,"[""fana"", ""banaka""]"
fanabanga,"[""fana"", ""banga""]"
fanabangana,"[""fana"", ""banga"", ""ana""]"
fanabango,"[""fana"", ""bango""]"
fanabangobango,"[""fana"", ""bango"", ""bango""]"
fanabanty,"[""fana"", ""banty""]"
fanabara,"[""fana"", ""bara""]"
fanabaraingo,"[""fana"", ""baraingo""]"
fanabarana,"[""fana"", ""bara"", ""ana""]"
fanabarera,"[""fana"", ""barera""]"
fanabarerana,"[""fana"", ""barera"", ""ana""]"
fanabataba,"[""fan"", ""tabataba""]"
fanabe,"[""fana"", ""be""]"
fanabeda,"[""fana"", ""beda""]"
fanabedana,"[""fana"", ""beda"", ""ana""]"
fanabehambehanana,"[""fana"", ""behambehana"", ""ana""]"
fanabira,"[""fana"", ""bira""]"
fanabirana,"[""fana"", ""bira"", ""ana""]"
fanabiriohana,"[""fana"", ""birioka"", ""ana""]"
fanabirioka,"[""fana"", ""birioka""]"
fanabisiohana,"[""fana"", ""bisioka"", ""ana""]"
fanabisioka,"[""fana"", ""bisioka""]"
fanabo,"[""fan"", ""abo""]"
fanaboabo,"[""fan"", ""abo"", ""abo""]"
fanaboaboana,"[""fan"", ""abo"", ""abo"", ""ana""]"
fanaboake,"[""fana"", ""boake""]"
fanabobobobo,"[""fana"", ""bobobobo""]"
fanabobohana,"[""fana"", ""boboka"", ""ana""]"
fanaboboka,"[""fana"", ""boboka""]"
fanabodana,"[""fana"", ""boda"", ""ana""]"
fanabodika,"[""fana"", ""bodika""]"
fanabodo,"[""fana"", ""bodo""]"
fanabofahana,"[""fana"", ""bofaka"", ""ana""]"
fanabofaka,"[""fana"", ""bofaka""]"
fanabohaka,"[""fana"", ""bohaka""]"
fanaboka,"[""fana"", ""boka""]"
fanabokana,"[""fana"", ""boka"", ""ana""]"
fanabokitra,"[""fana"", ""bokitra""]"
fanabolila,"[""fana"", ""bolila""]"
fanabolilana,"[""fana"", ""bolila"", ""ana""]"
fanabonahana,"[""fana"", ""bonaka"", ""ana""]"
fanabonaka,"[""fana"", ""bonaka""]"
fanaboniana,"[""fan"", ""abony"", ""ana""]"
fanabonohana,"[""fana"", ""bonoka"", ""ana""]"
fanabonoka,"[""fana"", ""bonoka""]"
fanabontanana,"[""fana"", ""bontana"", ""ana""]"
fanabontsina,"[""fana"", ""bontsina""]"
fanabontsinana,"[""fana"", ""bontsina"", ""ana""]"
fanabony,"[""fan"", ""abony""]"
fanaborabora,"[""fana"", ""borabora""]"
fanaborahana,"[""fana"", ""boraka"", ""ana""]"
fanaboraka,"[""fana"", ""boraka""]"
fanaborarahana,"[""fana"", ""bo"", ""raraka"", ""ana""]"
fanaboraraka,"[""fana"", ""bo"", ""raraka""]"
fanaboredika,"[""fana"", ""boredika""]"
fanaborera,"[""fana"", ""borera""]"
fanaboretahana,"[""fana"", ""bo"", ""retaka"", ""ana""]"
fanaboretaka,"[""fana"", ""bo"", ""retaka""]"
fanaboribory,"[""fana"", ""bory"", ""bory""]"
fanaboridana,"[""fana"", ""bo"", ""ridana""]"
fanaboridanana,"[""fana"", ""bo"", ""ridana"", ""ana""]"
fanaboroahana,"[""fana"", ""boroaka"", ""ana""]"
fanaboroaka,"[""fana"", ""boroaka""]"
fanaborona,"[""fana"", ""borona""]"
fanaboronana,"[""fana"", ""borona"", ""ana""]"
fanaborosy,"[""fana"", ""borosy""]"
fanaborotsahana,"[""fana"", ""bo"", ""rotsaka"", ""ana""]"
fanaborotsaka,"[""fana"", ""bo"", ""rotsaka""]"
fanabosasahana,"[""fana"", ""bosasaka"", ""ana""]"
fanabosasaka,"[""fana"", ""bosasaka""]"
fanabosesika,"[""fana"", ""bo"", ""sesika""]"
fanabosiana,"[""fan"", ""abosy"", ""ana""]"
fanabosy,"[""fan"", ""abosy""]"
fanabotetahana,"[""fana"", ""botetaka"", ""ana""]"
fanabotetaka,"[""fana"", ""botetaka""]"
fanabotretra,"[""fana"", ""botretra""]"
fanabotry,"[""fana"", ""botry""]"
fanabove,"[""fana"", ""bove""]"
fanadabobohana,"[""fana"", ""daboboka"", ""ana""]"
fanadaboboka,"[""fana"", ""daboboka""]"
fanadabohana,"[""fana"", ""daboka"", ""ana""]"
fanadaboka,"[""fana"", ""daboka""]"
fanadala,"[""fan"", ""adala""]"
fanadalana,"[""fan"", ""adala"", ""na""]"
fanadanadanana,"[""fan"", ""adana"", ""adana"", ""na""]"
fanadangadangana,"[""fana"", ""danga"", ""danga"", ""ana""]"
fanadangana,"[""fana"", ""dangana""]"
fanadanganana,"[""fana"", ""dangana"", ""ana""]"
fanadarabohana,"[""fana"", ""d"", ""ar"", ""aboka"", ""ana""]"
fanadarobohana,"[""fana"", ""da"", ""roboka"", ""ana""]"
fanadaroboka,"[""fana"", ""da"", ""roboka""]"
fanademba,"[""fana"", ""demba""]"
fanadembana,"[""fana"", ""dembana""]"
fanadembanana,"[""fana"", ""dembana"", ""ana""]"
fanadera,"[""fana"", ""dera""]"
fanaderadera,"[""fana"", ""dera"", ""dera""]"
fanaderaderana,"[""fana"", ""dera"", ""dera"", ""ana""]"
fanadidiana,"[""fan"", ""a"", ""didy"", ""ana""]"
fanadidy,"[""fan"", ""a"", ""didy""]"
fanadihady,"[""fan"", ""hady"", ""hady""]"
fanadimy,"[""fana"", ""dimy""]"
fanadina,"[""fan"", ""adina""]"
fanadinana,"[""fan"", ""adina"", ""na""]"
fanadino,"[""fan"", ""hadino""]"
fanadiva,"[""fana"", ""diva""]"
fanadivana,"[""fana"", ""diva"", ""ana""]"
fanadobibihana,"[""fana"", ""dobibika"", ""ana""]"
fanadobibika,"[""fana"", ""dobibika""]"
fanadodadoda,"[""fana"", ""doda"", ""doda""]"
fanadodadodana,"[""fana"", ""doda"", ""doda"", ""ana""]"
fanadofahana,"[""fana"", ""dofaka"", ""ana""]"
fanadofaka,"[""fana"", ""dofaka""]"
fanadoka,"[""fana"", ""doka""]"
fanadokana,"[""fana"", ""doka"", ""ana""]"
fanadoladola,"[""fana"", ""dola"", ""dola""]"
fanadoladolana,"[""fana"", ""dola"", ""dola"", ""ana""]"
fanadombo,"[""fana"", ""dombo""]"
fanadongaingy,"[""fana"", ""dongaingy""]"
fanadonto,"[""fana"", ""donto""]"
fanadredro,"[""fana"", ""dredro""]"
fanady,"[""fan"", ""tady""]"
fanafahana,"[""fan"", ""afaka"", ""ana""]"
fanafaingana,"[""fana"", ""faingana""]"
fanafainganana,"[""fana"", ""faingana"", ""ana""]"
fanafaka,"[""fan"", ""afaka""]"
fanafana,"[""fan"", ""afana""]"
fanafanana,"[""fan"", ""afana"", ""na""]"
fanafantsitsitra,"[""fana"", ""fantsitsitra""]"
fanafatra,"[""fan"", ""hafatra""]"
fanafika,"[""fan"", ""tafika""]"
fanafike,"[""fan"", ""tafike""]"
fanafina,"[""fan"", ""a"", ""fina""]"
fanafinja,"[""fana"", ""finja""]"
fanafintohina,"[""fan"", ""tafintohina""]"
fanafitafy,"[""fan"", ""tafitafy""]"
fanafito,"[""fana"", ""fito""]"
fanafo,"[""fan"", ""tafo""]"
fanafoana,"[""fana"", ""foana""]"
fanafoanana,"[""fana"", ""foana"", ""ana""]"
fanafohy,"[""fana"", ""fohy""]"
fanafoka,"[""fana"", ""foka""]"
fanafokana,"[""fana"", ""foka"", ""ana""]"
fanafompotra,"[""fana"", ""fompotra""]"
fanafotra,"[""fan"", ""safotra""]"
fanafovoany,"[""fan"", ""afovoany""]"
fanafy,"[""fan"", ""tafy""]"
fanagabohana,"[""fana"", ""gaboka"", ""ana""]"
fanagaboka,"[""fana"", ""gaboka""]"
fanagadra,"[""fana"", ""gadra""]"
fanagadrana,"[""fana"", ""gadra"", ""ana""]"
fanagaigy,"[""fana"", ""gaigy""]"
fanagaina,"[""fana"", ""gaina""]"
fanagainana,"[""fana"", ""gaina"", ""ana""]"
fanagaja,"[""fana"", ""gaja""]"
fanagana,"[""fana"", ""gana""]"
fanaganana,"[""fana"", ""gana"", ""ana""]"
fanagarebohana,"[""fana"", ""ga"", ""reboka"", ""ana""]"
fanagareboka,"[""fana"", ""ga"", ""reboka""]"
fanagedragedra,"[""fana"", ""gedra"", ""gedra""]"
fanagedragedrana,"[""fana"", ""gedra"", ""gedra"", ""ana""]"
fanagegy,"[""fana"", ""gegy""]"
fanagehy,"[""fana"", ""gehy""]"
fanagidrogidro,"[""fana"", ""gidro"", ""gidro""]"
fanagigigigy,"[""fana"", ""gigigigy""]"
fanagoana,"[""fana"", ""goana""]"
fanagoanana,"[""fana"", ""goana"", ""ana""]"
fanagorabahana,"[""fana"", ""gorabaka"", ""ana""]"
fanagorabaka,"[""fana"", ""gorabaka""]"
fanagoragora,"[""fana"", ""gora"", ""gora""]"
fanagoragorana,"[""fana"", ""gora"", ""gora"", ""ana""]"
fanagorampa,"[""fana"", ""gorampa""]"
fanagorampana,"[""fana"", ""gorampa"", ""ana""]"
fanagorobahana,"[""fana"", ""go"", ""robaka"", ""ana""]"
fanagorobaka,"[""fana"", ""go"", ""robaka""]"
fanagorodana,"[""fana"", ""gorodana""]"
fanagorodanana,"[""fana"", ""gorodana"", ""ana""]"
fanagororoana,"[""fana"", ""gororoana""]"
fanagororoanana,"[""fana"", ""gororoana"", ""ana""]"
fanaha,"[""fan"", ""haha""]"
fanahady,"[""fan"", ""sahady""]"
fanahaka,"[""fan"", ""hahaka""]"
fanahaka,"[""fan"", ""tahaka""]"
fanahamy,"[""fana"", ""hamy""]"
fanahana,"[""fan"", ""ahana""]"
fanahanana,"[""fan"", ""ahana"", ""na""]"
fanahe,"[""fan"", ""ahe""]"
fanahiana,"[""fan"", ""ahy"", ""ana""]"
fanahirana,"[""fan"", ""sahirana""]"
fanahona,"[""fan"", ""ahona""]"
fanahonana,"[""fan"", ""ahona"", ""na""]"
fanahy,"[""fan"", ""hahy""]"
fanahy,"[""fan"", ""ahy""]"
fanaihana,"[""fan"", ""aika"", ""ana""]"
fanaika,"[""fan"", ""aika""]"
fanaikitra,"[""fan"", ""kaikitra""]"
fanaiky,"[""fan"", ""aiky""]"
fanainga,"[""fan"", ""ainga""]"
fanaingana,"[""fan"", ""ainga"", ""na""]"
fanaingina,"[""fan"", ""taingina""]"
fanainginaingina,"[""fan"", ""ainginaingina""]"
fanaingo,"[""fan"", ""haingo""]"
fanaingoka,"[""fan"", ""tsaingoka""]"
fanaintaina,"[""fan"", ""taintaina""]"
fanaitay,"[""fan"", ""taitay""]"
fanaitra,"[""fan"", ""taitra""]"
fanaizana,"[""fan"", ""aizana""]"
fanaizanana,"[""fan"", ""aizana"", ""na""]"
fanaizina,"[""fan"", ""a"", ""izina""]"
fanaja,"[""fan"", ""haja""]"
fanajadona,"[""fana"", ""jadona""]"
fanajadonana,"[""fana"", ""jadona"", ""ana""]"
fanajajirihana,"[""fana"", ""jajirika"", ""ana""]"
fanajajirika,"[""fana"", ""jajirika""]"
fanajamba,"[""fana"", ""jamba""]"
fanajambana,"[""fana"", ""jamba"", ""ana""]"
fanajanona,"[""fana"", ""janona""]"
fanajanonana,"[""fana"", ""janona"", ""ana""]"
fanajaradona,"[""fana"", ""j"", ""ar"", ""a"", ""dona""]"
fanajaradonana,"[""fana"", ""j"", ""ar"", ""a"", ""dona"", ""ana""]"
fanajaridina,"[""fana"", ""jaridina""]"
fanajaridinana,"[""fana"", ""jaridina"", ""ana""]"
fanajarihana,"[""fana"", ""jarika"", ""ana""]"
fanajarika,"[""fana"", ""jarika""]"
fanajarobohana,"[""fana"", ""ja"", ""roboka"", ""ana""]"
fanajaroboka,"[""fana"", ""ja"", ""roboka""]"
fanajary,"[""fan"", ""hajary""]"
fanajedahana,"[""fana"", ""jedaka"", ""ana""]"
fanajedaka,"[""fana"", ""jedaka""]"
fanajedana,"[""fana"", ""jedana""]"
fanajobo,"[""fana"", ""jobo""]"
fanajorobohana,"[""fana"", ""jo"", ""roboka"", ""ana""]"
fanajoroboka,"[""fana"", ""jo"", ""roboka""]"
fanaka,"[""fan"", ""aka""]"
fanakady,"[""fana"", ""kady""]"
fanakaikezana,"[""fan"", ""akaiky"", ""ana""]"
fanakaiky,"[""fan"", ""akaiky""]"
fanakainkona,"[""fana"", ""kainkona""]"
fanakainkonana,"[""fana"", ""kainkona"", ""ana""]"
